Index,CH-1 CHWP_VSD_CMD,CH-1 CHWP_DP_1
0,0.0,3.743408203125
1,0.0,3.743408203125
2,0.0,2.54835205078125
3,0.0,2.54703369140625
4,0.0,3.7401123046875
5,0.0,3.7401123046875
6,0.0,2.944091796875
7,0.0,1.75006103515625
8,0.0,2.9415283203125
9,0.0,3.73583984375
10,0.0,3.73583984375
11,0.0,2.53935546875
12,0.0,1.74169921875
13,0.0,2.943182373046875
14,0.0,3.744171142578125
15,0.0,3.744171142578125
98,0.0,2.508270263671875
99,0.0,53.09228515625
100,0.0,59.24075317382813
101,0.0,59.25263061523437
102,0.0,58.98372802734375
103,0.0,59.55571899414063
104,0.0,61.2015380859375
105,0.0,62.45958251953125
106,0.0,59.33514404296875
107,0.0,59.33514404296875
108,0.0,59.33514404296875
109,0.0,59.33514404296875
110,0.0,59.33514404296875
111,0.0,59.33514404296875
112,0.0,59.33514404296875
113,0.0,59.33514404296875
114,0.0,59.33514404296875
115,0.0,59.33514404296875
116,0.0,58.339404296875
117,0.0,52.73291015625
118,0.0,50.26104736328125
119,0.0,48.54063720703125
120,0.0,48.524273681640615
121,0.0,49.24676513671875
122,0.0,48.44945678710938
123,0.0,37.279400634765615
124,0.0,36.1789794921875
125,0.0,36.529644775390615
126,0.0,76.13696899414063
127,0.0,86.24390258789063
128,0.0,86.47130126953125
129,0.0,86.51572265625
130,0.0,87.05620727539062
131,0.0,87.26611328125
132,0.0,87.26611328125
133,24.24799995422364,109.4697509765625
134,34.68199996948242,122.69489135742188
135,38.770999145507815,121.44156494140628
136,39.75500106811523,119.78748779296879
137,39.75500106811523,118.9610595703125
138,39.75500106811523,120.552099609375
139,39.75500106811523,120.94985961914064
140,39.75500106811523,120.94985961914064
141,39.75500106811523,120.94985961914064
142,39.75500106811523,120.94985961914064
143,39.75500106811523,120.94985961914064
144,39.75500106811523,120.94985961914064
145,39.75500106811523,120.94985961914064
146,39.75500106811523,120.94985961914064
147,39.75500106811523,120.94985961914064
148,39.75500106811523,120.94985961914064
149,39.75500106811523,120.94985961914064
150,39.75500106811523,120.94985961914064
151,39.75500106811523,120.94985961914064
